Period;January 1, 2016 12:00 AM -> May 11, 2023 9:00 AM;

;Time;Weather icon;Average Temperature (°C);Rainfall (mm);Afficheur Pont de FilAfficheur Pont de Fil;
;2021-04-07 00:00:00;Mist;3.5;0;1420;
;2021-04-08 00:00:00;Partly cloudy;6;0;1453;
;2021-04-09 00:00:00;Light rain shower;10.5;2.4;1308;
;2021-04-10 00:00:00;Moderate rain;10;11.9;887;
;2021-04-11 00:00:00;Heavy rain;6;13.7;1003;
;2021-04-12 00:00:00;Light rain shower;4.5;0.6;1436;
;2021-04-13 00:00:00;Cloudy;7;0;1373;
;2021-04-14 00:00:00;Partly cloudy;6;0;1552;
;2021-04-15 00:00:00;Partly cloudy;6;0;1384;
;2021-04-16 00:00:00;Overcast;6;0.1;1341;
;2021-04-17 00:00:00;Overcast;6;0;1468;
;2021-04-18 00:00:00;Cloudy;8.5;0;2178;
;2021-04-19 00:00:00;Patchy rain possible;10;0.5;1510;
;2021-04-20 00:00:00;Light rain shower;11.5;2.2;1685;
;2021-04-21 00:00:00;Cloudy;11.5;0.3;1893;
;2021-04-22 00:00:00;Partly cloudy;11;0;1984;
;2021-04-23 00:00:00;Sunny;11;0;1966;
;2021-04-24 00:00:00;Partly cloudy;13.5;0;2222;
;2021-04-25 00:00:00;Overcast;13;0;2368;
;2021-04-26 00:00:00;Overcast;12;0;1391;
;2021-04-27 00:00:00;Partly cloudy;11.5;0;1762;
;2021-04-28 00:00:00;Partly cloudy;12;0;1645;
;2021-04-29 00:00:00;Cloudy;10;0;1642;
;2021-04-30 00:00:00;Light drizzle;8.5;2.2;1113;
;2021-05-01 00:00:00;Light rain shower;9;2.7;1596;
;2021-05-02 00:00:00;Light rain shower;9;3.1;1914;
;2021-05-03 00:00:00;Partly cloudy;11;0;1515;
;2021-05-04 00:00:00;Moderate rain;6.5;11.2;760;
;2021-05-05 00:00:00;Patchy rain possible;9;6.9;1387;
;2021-05-06 00:00:00;Light rain shower;10;7.9;818;
;2021-05-07 00:00:00;Light rain shower;11;0.9;1545;
;2021-05-08 00:00:00;Overcast;14.5;0;1758;
;2021-05-09 00:00:00;Patchy light rain in area with thunder;16.5;7.4;1346;
;2021-05-10 00:00:00;Patchy rain possible;14;13.5;1329;
;2021-05-11 00:00:00;Light rain shower;11.5;4;1049;
;2021-05-12 00:00:00;Patchy rain possible;10;0.8;1180;
;2021-05-13 00:00:00;Light rain shower;9.5;5.4;953;
;2021-05-14 00:00:00;Light rain shower;9.5;2.7;978;
;2021-05-15 00:00:00;Light rain shower;12;9.4;1018;
;2021-05-16 00:00:00;Light rain shower;13.5;0.6;1110;
;2021-05-17 00:00:00;Light rain shower;12;4.7;1137;
;2021-05-18 00:00:00;Light rain shower;11.5;1.3;1342;
;2021-05-19 00:00:00;Light rain shower;11.5;3.7;1387;
;2021-05-20 00:00:00;Partly cloudy;11;0;1580;
;2021-05-21 00:00:00;Moderate rain;13;5.3;1487;
;2021-05-22 00:00:00;Cloudy;12;0;1108;
;2021-05-23 00:00:00;Patchy rain possible;11;0.3;1649;
;2021-05-24 00:00:00;Light rain shower;11.5;7.4;753;
;2021-05-25 00:00:00;Patchy rain possible;11;0.8;1490;
;2021-05-26 00:00:00;Light rain shower;13;4;1244;
;2021-05-27 00:00:00;Fog;14;0.2;1717;
;2021-05-28 00:00:00;Partly cloudy;14.5;0;1989;
;2021-05-29 00:00:00;Partly cloudy;16;0;1810;
;2021-05-30 00:00:00;Partly cloudy;16;0;2116;
;2021-05-31 00:00:00;Partly cloudy;16;0;1950;
;2021-06-01 00:00:00;Partly cloudy;19;0;2102;
;2021-06-02 00:00:00;Light rain shower;19;8.9;1713;
;2021-06-03 00:00:00;Light rain shower;19;3.9;1881;
;2021-06-04 00:00:00;Moderate or heavy rain shower;18.5;10.6;1062;
;2021-06-05 00:00:00;Cloudy;15;0.1;1932;
;2021-06-06 00:00:00;Cloudy;16;0;2095;
;2021-06-07 00:00:00;Cloudy;18;0;1793;
;2021-06-08 00:00:00;Partly cloudy;20.5;0;2015;
;2021-06-09 00:00:00;Partly cloudy;20;0.2;2143;
;2021-06-10 00:00:00;Partly cloudy;21;0;2071;
;2021-06-11 00:00:00;Light rain shower;21.5;2.7;2203;
;2021-06-12 00:00:00;Patchy rain possible;21.5;0.1;2053;
;2021-06-13 00:00:00;Partly cloudy;20.5;0;2048;
;2021-06-14 00:00:00;Cloudy;21;0;1956;
;2021-06-15 00:00:00;Partly cloudy;22.5;0;2145;
;2021-06-16 00:00:00;Partly cloudy;24.5;0;1948;
;2021-06-17 00:00:00;Moderate rain at times;23;33.8;1388;
;2021-06-18 00:00:00;Light rain shower;18;9.7;1611;
;2021-06-19 00:00:00;Mist;21;6.6;1319;
;2021-06-20 00:00:00;Moderate or heavy rain shower;19.5;18.9;1687;
;2021-06-21 00:00:00;Light rain shower;17.5;5.3;1458;
;2021-06-22 00:00:00;Moderate or heavy rain shower;17;5.2;1339;
;2021-06-23 00:00:00;Light rain shower;14.5;2.8;1394;
;2021-06-24 00:00:00;Mist;15;3;1913;
;2021-06-25 00:00:00;Overcast;18;0;1656;
;2021-06-26 00:00:00;Mist;19;1.1;1499;
;2021-06-27 00:00:00;Moderate or heavy rain shower;17;17.5;594;
;2021-06-28 00:00:00;Light rain shower;14;11.4;1414;
;2021-06-29 00:00:00;Light rain shower;14.5;14.9;1606;
;2021-06-30 00:00:00;Light rain shower;15;1.4;1658;
;2021-07-01 00:00:00;Partly cloudy;18.5;0;2713;
;2021-07-02 00:00:00;Cloudy;19;0;1927;
;2021-07-03 00:00:00;Light rain;19.5;2.2;1284;
;2021-07-04 00:00:00;Light rain shower;13.5;9.6;1123;
;2021-07-05 00:00:00;Light rain shower;19.5;5;1274;
;2021-07-06 00:00:00;Patchy rain possible;18;4.7;1822;
;2021-07-07 00:00:00;Light rain shower;18;1.5;1632;
;2021-07-08 00:00:00;Light rain shower;16;2.5;1733;
;2021-07-09 00:00:00;Overcast;17;0.1;1703;
;2021-07-10 00:00:00;Patchy rain possible;19;0.1;1085;
;2021-07-11 00:00:00;Mist;18.5;0;1698;
;2021-07-12 00:00:00;Light rain shower;17.5;2.9;1188;
;2021-07-13 00:00:00;Moderate or heavy rain in area with thunder;14.5;37.2;811;
;2021-07-14 00:00:00;Light rain shower;17.5;7.6;1360;
;2021-07-15 00:00:00;Light rain shower;19;0.5;1708;
;2021-07-16 00:00:00;Partly cloudy;19.5;0;1493;
;2021-07-17 00:00:00;Cloudy;17;0;1642;
;2021-07-18 00:00:00;Partly cloudy;21.5;0;1662;
;2021-07-19 00:00:00;Partly cloudy;22;0;1540;
;2021-07-20 00:00:00;Partly cloudy;21;0;1615;
;2021-07-21 00:00:00;Overcast;22;0;1634;
;2021-07-22 00:00:00;Partly cloudy;22.5;0;1821;
;2021-07-23 00:00:00;Patchy rain possible;24;0.2;1529;
;2021-07-24 00:00:00;Patchy rain possible;20.5;0.3;1252;
;2021-07-25 00:00:00;Light rain shower;21;3.4;1088;
;2021-07-26 00:00:00;Light rain shower;19.5;0.5;1483;
;2021-07-27 00:00:00;Light rain shower;19;2;878;
;2021-07-28 00:00:00;Patchy rain possible;18;0.1;1577;
;2021-07-29 00:00:00;Mist;19;0;1566;
;2021-07-30 00:00:00;Light rain shower;17.5;1.5;1439;
;2021-07-31 00:00:00;Mist;18;1.1;1417;
;2021-08-01 00:00:00;Patchy rain possible;17;0.3;1559;
;2021-08-02 00:00:00;Fog;18;2.7;1388;
;2021-08-03 00:00:00;Light rain shower;17.5;4.3;1268;
;2021-08-04 00:00:00;Light rain shower;17;3.6;859;
;2021-08-05 00:00:00;Patchy rain possible;15.5;0.4;1031;
;2021-08-06 00:00:00;Light rain shower;18.5;2.3;1178;
;2021-08-07 00:00:00;Light rain shower;17;3;945;
;2021-08-08 00:00:00;Patchy rain possible;17;0.3;1285;
;2021-08-09 00:00:00;Overcast;18;0;1351;
;2021-08-10 00:00:00;Partly cloudy;20;0;1720;
;2021-08-11 00:00:00;Partly cloudy;24;0;1575;
;2021-08-12 00:00:00;Partly cloudy;26;0.1;1604;
;2021-08-13 00:00:00;Partly cloudy;24.5;0.5;1465;
;2021-08-14 00:00:00;Partly cloudy;25;0;1431;
;2021-08-15 00:00:00;Partly cloudy;26;0;1595;
;2021-08-16 00:00:00;Patchy rain possible;18.5;0.1;1228;
;2021-08-17 00:00:00;Mist;16;0;1430;
;2021-08-18 00:00:00;Mist;18;0;1509;
;2021-08-19 00:00:00;Overcast;20.5;0;1445;
;2021-08-20 00:00:00;Partly cloudy;22;0;1710;
;2021-08-21 00:00:00;Thundery outbreaks possible;23;0.3;1317;
;2021-08-22 00:00:00;Fog;20.5;0;1624;
;2021-08-23 00:00:00;Overcast;18;0.1;1485;
;2021-08-24 00:00:00;Partly cloudy;21;0;1721;
;2021-08-25 00:00:00;Partly cloudy;20.5;0;1798;
;2021-08-26 00:00:00;Partly cloudy;22;0;1737;
;2021-08-27 00:00:00;Partly cloudy;16;0;1650;
;2021-08-28 00:00:00;Cloudy;15;0;1630;
;2021-08-29 00:00:00;Overcast;16.5;0;1524;
;2021-08-30 00:00:00;Cloudy;17.5;0;1463;
;2021-08-31 00:00:00;Partly cloudy;20.5;0;1797;
;2021-09-01 00:00:00;Partly cloudy;21.5;0;1893;
;2021-09-02 00:00:00;Partly cloudy;22.5;0;1992;
;2021-09-03 00:00:00;Partly cloudy;21.5;0.2;1885;
;2021-09-04 00:00:00;Partly cloudy;24;0.1;1611;
;2021-09-05 00:00:00;Partly cloudy;25.5;0;2244;
;2021-09-06 00:00:00;Partly cloudy;27;0;1830;
;2021-09-07 00:00:00;Partly cloudy;27;0;2112;
;2021-09-08 00:00:00;Patchy rain possible;22.5;1.2;1712;
;2021-09-09 00:00:00;Light rain shower;21;0.8;1772;
;2021-09-10 00:00:00;Fog;20;0;1712;
;2021-09-11 00:00:00;Partly cloudy;19;0;2054;
;2021-09-12 00:00:00;Partly cloudy;22.5;0;2233;
;2021-09-13 00:00:00;Partly cloudy;23.5;0;1891;
;2021-09-14 00:00:00;Light rain shower;20.5;2.4;1543;
;2021-09-15 00:00:00;Overcast;19.5;0.2;1777;
;2021-09-16 00:00:00;Partly cloudy;19.5;0.2;1869;
;2021-09-17 00:00:00;Partly cloudy;20.5;0;1842;
;2021-09-18 00:00:00;Light rain shower;18;1.2;911;
;2021-09-19 00:00:00;Light rain;14;7.4;808;
;2021-09-20 00:00:00;Patchy rain possible;14.5;0.3;1486;
;2021-09-21 00:00:00;Partly cloudy;18;0.1;1904;
;2021-09-22 00:00:00;Partly cloudy;17.5;0;2013;
;2021-09-23 00:00:00;Partly cloudy;17.5;0;2082;
;2021-09-24 00:00:00;Sunny;19;0;1940;
;2021-09-25 00:00:00;Partly cloudy;19.5;0.1;1105;
;2021-09-26 00:00:00;Overcast;19;0;1495;
;2021-09-27 00:00:00;Light drizzle;16;0.5;1433;
;2021-09-28 00:00:00;Overcast;14.5;0;1758;
;2021-09-29 00:00:00;Overcast;15;0;1893;
;2021-09-30 00:00:00;Partly cloudy;12;0;1844;
;2021-10-01 00:00:00;Overcast;14.5;1.1;1401;
;2021-10-02 00:00:00;Light rain;14.5;2.6;804;
;2021-10-03 00:00:00;Patchy light rain;14.5;3.5;886;
;2021-10-04 00:00:00;Partly cloudy;14.5;0;1533;
;2021-10-05 00:00:00;Light rain;14;1.9;1306;
;2021-10-06 00:00:00;Mist;13;0;1908;
;2021-10-07 00:00:00;Partly cloudy;14;0;1820;
;2021-10-08 00:00:00;Partly cloudy;14;0;1733;
;2021-10-09 00:00:00;Partly cloudy;16.5;0;1596;
;2021-10-10 00:00:00;Partly cloudy;15;0;4077;
;2021-10-11 00:00:00;Partly cloudy;14;0;1635;
;2021-10-12 00:00:00;Overcast;12;0;1734;
;2021-10-13 00:00:00;Partly cloudy;12;0;1774;
;2021-10-14 00:00:00;Sunny;13;0;1888;
;2021-10-15 00:00:00;Overcast;12.5;0;1789;
;2021-10-16 00:00:00;Partly cloudy;14.5;0;1599;
;2021-10-17 00:00:00;Overcast;13;0;1604;
;2021-10-18 00:00:00;Partly cloudy;15;0;1535;
;2021-10-19 00:00:00;Partly cloudy;21.5;0.6;1941;
;2021-10-20 00:00:00;Overcast;18.5;0;1441;
;2021-10-21 00:00:00;Light rain shower;12;0.4;1469;
;2021-10-22 00:00:00;Partly cloudy;9.5;0;1647;
;2021-10-23 00:00:00;Sunny;12;0;1300;
;2021-10-24 00:00:00;Partly cloudy;11;0;1359;
;2021-10-25 00:00:00;Cloudy;14;0;1041;
;2021-10-26 00:00:00;Mist;13;0;1350;
;2021-10-27 00:00:00;Sunny;15;0;1449;
;2021-10-28 00:00:00;Sunny;16;0;1561;
;2021-10-29 00:00:00;Light drizzle;13;1.3;928;
;2021-10-30 00:00:00;Light rain shower;13;1.5;756;
;2021-10-31 00:00:00;Light rain shower;15;0.9;682;
;2021-11-01 00:00:00;Partly cloudy;12.5;0;967;
;2021-11-02 00:00:00;Light rain shower;10;3.4;927;
;2021-11-03 00:00:00;Sunny;9;0;975;
;2021-11-04 00:00:00;Thundery outbreaks possible;8.5;0.2;996;
;2021-11-05 00:00:00;Partly cloudy;9.5;0;1177;
;2021-11-06 00:00:00;Cloudy;10;0;1173;
;2021-11-07 00:00:00;Mist;8.5;0;722;
;2021-11-08 00:00:00;Partly cloudy;9.5;0;1416;
;2021-11-09 00:00:00;Sunny;9;0;1509;
;2021-11-10 00:00:00;Sunny;8.5;0;1488;
;2021-11-11 00:00:00;Sunny;9.5;0;1284;
;2021-11-12 00:00:00;Sunny;10.5;0;1328;
;2021-11-13 00:00:00;Patchy rain possible;11;0.3;895;
;2021-11-14 00:00:00;Overcast;10.5;0;826;
;2021-11-15 00:00:00;Mist;9.5;0;1305;
;2021-11-16 00:00:00;Partly cloudy;8.5;0;1444;
;2021-11-17 00:00:00;Overcast;10;0;1519;
;2021-11-18 00:00:00;Partly cloudy;8.5;0;1555;
;2021-11-19 00:00:00;Sunny;10.5;0;1510;
;2021-11-20 00:00:00;Mist;10;0;1123;
;2021-11-21 00:00:00;Light drizzle;7;0.4;757;
;2021-11-22 00:00:00;Patchy rain possible;6;0.3;1270;
;2021-11-23 00:00:00;Sunny;7;0;1345;
;2021-11-24 00:00:00;Sunny;5;0;1349;
;2021-11-25 00:00:00;Light drizzle;3.5;1.9;1267;
;2021-11-26 00:00:00;Mist;4.5;1.8;1100;
;2021-11-27 00:00:00;Light rain shower;4.5;6.2;599;
;2021-11-28 00:00:00;Light drizzle;3.5;1.4;713;
;2021-11-29 00:00:00;Heavy snow;1.5;0.4;1180;
;2021-11-30 00:00:00;Overcast;3;0;1231;
;2021-12-01 00:00:00;Light rain shower;8.5;1.7;1139;
;2021-12-02 00:00:00;Light sleet;4;0.5;1273;
;2021-12-03 00:00:00;Light rain;5.5;2.4;857;
;2021-12-04 00:00:00;Light rain shower;8.5;3.1;741;
;2021-12-05 00:00:00;Light rain shower;4.5;0.9;744;
;2021-12-06 00:00:00;Light rain;4;1.6;1071;
;2021-12-07 00:00:00;Light drizzle;5;0.5;978;
;2021-12-08 00:00:00;Patchy rain possible;5;0.5;1333;
;2021-12-09 00:00:00;Overcast;4;0;1145;
;2021-12-10 00:00:00;Patchy rain possible;6;1.2;1095;
;2021-12-11 00:00:00;Overcast;6;0;827;
;2021-12-12 00:00:00;Fog;8.5;0;678;
;2021-12-13 00:00:00;Sunny;8.5;0;1205;
;2021-12-14 00:00:00;Sunny;7.5;0;1264;
;2021-12-15 00:00:00;Cloudy;9.5;0;1281;
;2021-12-16 00:00:00;Sunny;9;0;1321;
;2021-12-17 00:00:00;Partly cloudy;7.5;0;1174;
;2021-12-18 00:00:00;Sunny;7;0;989;
;2021-12-19 00:00:00;Sunny;7;0;822;
;2021-12-20 00:00:00;Overcast;5;0;795;
;2021-12-21 00:00:00;Sunny;3;0;865;
;2021-12-22 00:00:00;Sunny;2;0;716;
;2021-12-23 00:00:00;Sunny;7;0;762;
;2021-12-24 00:00:00;Light drizzle;10;0.9;460;
;2021-12-25 00:00:00;Patchy rain possible;9.5;0.6;296;
;2021-12-26 00:00:00;Light rain shower;10;2;405;
;2021-12-27 00:00:00;Light rain shower;10;5.6;534;
;2021-12-28 00:00:00;Light rain shower;11.5;3.8;588;
;2021-12-29 00:00:00;Moderate rain;13.5;5.1;547;
;2021-12-30 00:00:00;Patchy rain possible;13.5;0.1;901;
;2021-12-31 00:00:00;Sunny;11.5;0;909;
;2022-01-01 00:00:00;Overcast;11.5;0;871;
;2022-01-02 00:00:00;Overcast;12.5;0;850;
;2022-01-03 00:00:00;Overcast;11.5;0;1055;
;2022-01-04 00:00:00;Patchy rain possible;10.5;0.4;862;
;2022-01-05 00:00:00;Patchy snow possible;4;0.5;1279;
;2022-01-06 00:00:00;Overcast;2.5;0;1167;
;2022-01-07 00:00:00;Patchy rain possible;6;0.5;1063;
;2022-01-08 00:00:00;Light rain shower;8;1.5;622;
;2022-01-09 00:00:00;Light drizzle;6;0.7;1043;
;2022-01-10 00:00:00;Patchy rain possible;6.5;0.3;987;
;2022-01-11 00:00:00;Sunny;3;0;1317;
;2022-01-12 00:00:00;Overcast;3;0;1207;
;2022-01-13 00:00:00;Partly cloudy;4.5;0;1137;
;2022-01-14 00:00:00;Sunny;4;0;999;
;2022-01-15 00:00:00;Overcast;3.5;0;663;
;2022-01-16 00:00:00;Cloudy;3;0;539;
;2022-01-17 00:00:00;Mist;7;0;851;
;2022-01-18 00:00:00;Mist;5;0;1133;
;2022-01-19 00:00:00;Mist;4.5;0.4;1003;
;2022-01-20 00:00:00;Partly cloudy;4;0.2;1255;
;2022-01-21 00:00:00;Cloudy;3;0;1117;
;2022-01-22 00:00:00;Sunny;3;0;863;
;2022-01-23 00:00:00;Mist;2.5;0;737;
;2022-01-24 00:00:00;Sunny;4;0;929;
;2022-01-25 00:00:00;Sunny;4.5;0;987;
;2022-01-26 00:00:00;Cloudy;5.5;0;1005;
;2022-01-27 00:00:00;Sunny;5;0;1056;
;2022-01-28 00:00:00;Mist;7.5;0;1088;
;2022-01-29 00:00:00;Mist;8;0;868;
;2022-01-30 00:00:00;Mist;7;0;958;
;2022-01-31 00:00:00;Patchy rain possible;6.5;0.1;1180;
;2022-02-01 00:00:00;Overcast;7;0;1118;
;2022-02-02 00:00:00;Overcast;8;0;1244;
;2022-02-03 00:00:00;Mist;6.5;0;1261;
;2022-02-04 00:00:00;Overcast;9;0;1015;
;2022-02-05 00:00:00;Cloudy;6;0;1052;
;2022-02-06 00:00:00;Overcast;8.5;0;531;
;2022-02-07 00:00:00;Patchy rain possible;7;0.4;1121;
;2022-02-08 00:00:00;Sunny;7.5;0;1298;
;2022-02-09 00:00:00;Sunny;7;0;1157;
;2022-02-10 00:00:00;Light rain shower;8;0.7;879;
;2022-02-11 00:00:00;Sunny;6;0.5;1062;
;2022-02-12 00:00:00;Partly cloudy;5;0;926;
;2022-02-13 00:00:00;Light drizzle;6.5;1.9;872;
;2022-02-14 00:00:00;Light rain shower;7.5;0.5;732;
;2022-02-15 00:00:00;Mist;6;0;764;
;2022-02-16 00:00:00;Light rain;12;3;658;
;2022-02-17 00:00:00;Patchy rain possible;10.5;0.1;1137;
;2022-02-18 00:00:00;Patchy rain possible;9;0.4;684;
;2022-02-19 00:00:00;Overcast;6;0.2;1006;
;2022-02-20 00:00:00;Overcast;9.5;0.1;621;
;2022-02-21 00:00:00;Patchy rain possible;8;0.4;1096;
;2022-02-22 00:00:00;Overcast;9;0.1;1137;
;2022-02-23 00:00:00;Overcast;8.5;0;1320;
;2022-02-24 00:00:00;Patchy rain possible;7.5;0.2;1256;
;2022-02-25 00:00:00;Patchy rain possible;5.5;0.1;1369;
;2022-02-26 00:00:00;Sunny;7;0;1239;
;2022-02-27 00:00:00;Sunny;6.5;0;1497;
;2022-02-28 00:00:00;Cloudy;9;0;1489;
;2022-03-01 00:00:00;Overcast;7;0;1378;
;2022-03-02 00:00:00;Light rain shower;9.5;0.9;1293;
;2022-03-03 00:00:00;Mist;10;0;1352;
;2022-03-04 00:00:00;Mist;7.5;0.1;1128;
;2022-03-05 00:00:00;Sunny;7.5;0;927;
;2022-03-06 00:00:00;Overcast;6.5;0;1245;
;2022-03-07 00:00:00;Sunny;5.5;0;1260;
;2022-03-08 00:00:00;Sunny;7.5;0;1440;
;2022-03-09 00:00:00;Partly cloudy;10;0;1584;
;2022-03-10 00:00:00;Overcast;9;0.1;1521;
;2022-03-11 00:00:00;Light rain;9.5;1.7;1089;
;2022-03-12 00:00:00;Fog;10;0;887;
;2022-03-13 00:00:00;Light rain shower;7.5;5.6;587;
;2022-03-14 00:00:00;Mist;7.5;2.2;1558;
;2022-03-15 00:00:00;Mist;13;0.9;1497;
;2022-03-16 00:00:00;Partly cloudy;14.5;0;1595;
;2022-03-17 00:00:00;Overcast;10;0;1482;
;2022-03-18 00:00:00;Sunny;10;0;1419;
;2022-03-19 00:00:00;Partly cloudy;10;0;1199;
;2022-03-20 00:00:00;Overcast;11.5;0;1449;
;2022-03-21 00:00:00;Overcast;11;0;1581;
;2022-03-22 00:00:00;Partly cloudy;11;0;1788;
;2022-03-23 00:00:00;Sunny;10;0;1915;
;2022-03-24 00:00:00;Sunny;13.5;0;1842;
;2022-03-25 00:00:00;Sunny;13.5;0;1742;
;2022-03-26 00:00:00;Sunny;13.5;0;1708;
;2022-03-27 00:00:00;Sunny;12.5;0;1937;
;2022-03-28 00:00:00;Sunny;15;0;1598;
;2022-03-29 00:00:00;Light rain shower;12;0.7;1459;
;2022-03-30 00:00:00;Fog;8.5;0.3;1383;
;2022-03-31 00:00:00;Patchy rain possible;5;0.1;1270;
;2022-04-01 00:00:00;Blizzard;3;2;905;
;2022-04-02 00:00:00;Light snow showers;2.5;0.5;906;
;2022-04-03 00:00:00;Overcast;4;0;872;
;2022-04-04 00:00:00;Partly cloudy;4.5;0;1265;
;2022-04-05 00:00:00;Overcast;8.5;0;1315;
;2022-04-06 00:00:00;Fog;9.5;0;1347;
;2022-04-07 00:00:00;Light rain;11;5.3;981;
;2022-04-08 00:00:00;Light rain shower;8;6.7;708;
;2022-04-09 00:00:00;Patchy rain possible;7;0.3;1156;
;2022-04-10 00:00:00;Partly cloudy;8;0;1572;
;2022-04-11 00:00:00;Sunny;12.5;0;1414;
;2022-04-12 00:00:00;Overcast;14;0.1;1194;
;2022-04-13 00:00:00;Light rain;13;3.9;1096;
;2022-04-14 00:00:00;Sunny;15;0;1607;
;2022-04-15 00:00:00;Partly cloudy;16;0;1399;
;2022-04-16 00:00:00;Sunny;16;0;1399;
;2022-04-17 00:00:00;Partly cloudy;12;0;1467;
;2022-04-18 00:00:00;Patchy rain possible;12;0.2;1284;
;2022-04-19 00:00:00;Cloudy;12.5;0;1056;
;2022-04-20 00:00:00;Light rain shower;12;3.5;1334;
;2022-04-21 00:00:00;Partly cloudy;12;0;1575;
;2022-04-22 00:00:00;Mist;13;0;1575;
;2022-04-23 00:00:00;Light rain shower;13.5;3.8;1039;
;2022-04-24 00:00:00;Light rain shower;12;1.6;1093;
;2022-04-25 00:00:00;Patchy rain possible;12.5;0.2;1229;
;2022-04-26 00:00:00;Partly cloudy;11.5;0;1891;
;2022-04-27 00:00:00;Partly cloudy;12.5;0;1933;
;2022-04-28 00:00:00;Partly cloudy;15.5;0;1828;
;2022-04-29 00:00:00;Overcast;14;0;1756;
;2022-04-30 00:00:00;Overcast;13.5;0;1750;
;2022-05-01 00:00:00;Overcast;12;0;1959;
;2022-05-02 00:00:00;Overcast;12.5;0;1805;
;2022-05-03 00:00:00;Cloudy;13;0;1898;
;2022-05-04 00:00:00;Overcast;14.5;0;1881;
;2022-05-05 00:00:00;Cloudy;14.5;0;1967;
;2022-05-06 00:00:00;Patchy rain possible;13;0.3;1887;
;2022-05-07 00:00:00;Overcast;15.5;0;1810;
;2022-05-08 00:00:00;Patchy rain possible;15;0.1;2112;
;2022-05-09 00:00:00;Mist;16.5;0;1817;
;2022-05-10 00:00:00;Partly cloudy;19;0;2045;
;2022-05-11 00:00:00;Sunny;18.5;0;2082;
;2022-05-12 00:00:00;Mist;16;0;1957;
;2022-05-13 00:00:00;Partly cloudy;16.5;0;1919;
;2022-05-14 00:00:00;Sunny;18.5;0;1865;
;2022-05-15 00:00:00;Thundery outbreaks possible;21;2.1;1503;
;2022-05-16 00:00:00;Cloudy;18.5;0.1;1783;
;2022-05-17 00:00:00;Partly cloudy;22.5;0;2086;
;2022-05-18 00:00:00;Partly cloudy;21.5;0.1;2090;
;2022-05-19 00:00:00;Patchy rain possible;20;1;1976;
;2022-05-20 00:00:00;Patchy light rain in area with thunder;19.5;1;1858;
;2022-05-21 00:00:00;Sunny;18.5;0;2078;
;2022-05-22 00:00:00;Thundery outbreaks possible;21.5;0.9;1579;
;2022-05-23 00:00:00;Thundery outbreaks possible;16;2.2;1105;
;2022-05-24 00:00:00;Light rain shower;13;0.6;1702;
;2022-05-25 00:00:00;Overcast;14.5;0;1896;
;2022-05-26 00:00:00;Partly cloudy;18;0;1522;
;2022-05-27 00:00:00;Overcast;16.5;0;1387;
;2022-05-28 00:00:00;Sunny;15;0;1686;
;2022-05-29 00:00:00;Partly cloudy;13;0;1579;
;2022-05-30 00:00:00;Partly cloudy;13;0;1778;
;2022-05-31 00:00:00;Sunny;17;0;2150;
;2022-06-01 00:00:00;Sunny;17;0;2175;
;2022-06-02 00:00:00;Sunny;20.5;0.9;2189;
;2022-06-03 00:00:00;Light rain shower;21;5.2;1658;
;2022-06-04 00:00:00;Thundery outbreaks possible;21.5;5.3;1078;
;2022-06-05 00:00:00;Light rain shower;19;1.5;1917;
;2022-06-06 00:00:00;Overcast;17;0;1364;
;2022-06-07 00:00:00;Patchy rain possible;17.5;0.7;1758;
;2022-06-08 00:00:00;Light rain shower;18.5;1.5;1654;
;2022-06-09 00:00:00;Fog;15.5;0;2055;
;2022-06-10 00:00:00;Sunny;20.5;0;2090;
;2022-06-11 00:00:00;Sunny;22.5;0;2025;
;2022-06-12 00:00:00;Sunny;20.5;0;1899;
;2022-06-13 00:00:00;Sunny;18.5;0;1968;
;2022-06-14 00:00:00;Partly cloudy;21;0;2155;
;2022-06-15 00:00:00;Sunny;24.5;0;2213;
;2022-06-16 00:00:00;Sunny;25.5;0;2116;
;2022-06-17 00:00:00;Sunny;29.5;0;1968;
;2022-06-18 00:00:00;Sunny;33;0;1426;
;2022-06-19 00:00:00;Patchy rain possible;28;0.2;1728;
;2022-06-20 00:00:00;Patchy rain possible;23.5;0.7;2019;
;2022-06-21 00:00:00;Light rain shower;24.5;1.9;2115;
;2022-06-22 00:00:00;Thundery outbreaks possible;23;0.6;1583;
;2022-06-23 00:00:00;Thundery outbreaks possible;22;2.4;1750;
;2022-06-24 00:00:00;Light rain shower;18.5;0.8;1544;
;2022-06-25 00:00:00;Light rain shower;14;1.7;719;
;2022-06-26 00:00:00;Cloudy;15;0;2031;
;2022-06-27 00:00:00;Partly cloudy;18;0;1861;
;2022-06-28 00:00:00;Sunny;19.5;0;2146;
;2022-06-29 00:00:00;Overcast;20;0.1;1847;
;2022-06-30 00:00:00;Light rain shower;17.5;0.8;1113;
;2022-07-01 00:00:00;Cloudy;15;0;1901;
;2022-07-02 00:00:00;Sunny;21.5;0;1863;
;2022-07-03 00:00:00;Overcast;20;0;2145;
;2022-07-04 00:00:00;Sunny;21;0;1903;
;2022-07-05 00:00:00;Sunny;21.5;0;2053;
;2022-07-06 00:00:00;Sunny;21.5;0;1935;
;2022-07-07 00:00:00;Partly cloudy;22;0;1959;
;2022-07-08 00:00:00;Sunny;21;0;1860;
;2022-07-09 00:00:00;Sunny;25.5;0;1626;
;2022-07-10 00:00:00;Sunny;23;0;1631;
